name,nickname,wins,losses,draws,height,weight,reach,stance,dOB,sig_strikes_landed_per_min,sig_striking_accuracy_%,sig_strike_absorbed_per_min,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent),takedown_average(average_takedown_landed_per_fifteen_min),takedown_accuracy_%,takedown_defense(%_of_opponent_takedown_not_landed),sub_average(average_subs_attempted_per_15_mins)
Edwin DeWees,Babyface,38,17,0 (1 NC),"6' 1""",185 lbs.,--,Orthodox,"Aug 07, 1982",1.53,33%,6.19,39%,2.18,66%,0%,3.3
Alessio Di Chirico,Manzo,13,7,0,"6' 0""",185 lbs.,"74""",Orthodox,"Dec 12, 1989",3.32,39%,3.44,61%,1.46,39%,83%,0.0
Micol Di Segni,,7,3,0,"5' 3""",115 lbs.,"60""",Orthodox,"Dec 29, 1987",7.47,40%,5.87,33%,0.00,0%,37%,0.0
Cyrille Diabate,The Snake,19,10,1,"6' 6""",205 lbs.,"81""",Southpaw,"Oct 06, 1973",4.06,71%,1.78,60%,1.17,83%,53%,0.2
Thomas Diagne,,6,6,1,"6' 1""",154 lbs.,--,,"Sep 03, 1983",4.53,48%,4.53,63%,2.00,100%,66%,0.0
Marc Diakiese,Bonecrusher,17,7,0,"5' 10""",155 lbs.,"73""",Orthodox,"Mar 16, 1993",2.54,40%,2.64,52%,3.29,43%,66%,0.0
Tyler Diamond,,9,1,0,"5' 7""",145 lbs.,"69""",Orthodox,"Mar 18, 1991",3.40,47%,2.53,44%,3.00,75%,70%,0.0
Blood Diamond,,3,3,0,"5' 11""",170 lbs.,"76""",Switch,"Jul 10, 1988",3.12,55%,2.17,48%,0.00,0%,73%,0.0
Eldo Xavier Dias,,0,1,0,"5' 11""",180 lbs.,--,,"Jul 16, 1964",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Rafael Dias,,17,12,2,"5' 9""",145 lbs.,--,Orthodox,"Oct 20, 1979",1.13,27%,2.19,60%,3.17,47%,100%,1.2
Hacran Dias,Barnabe,23,6,1,"5' 8""",155 lbs.,"69""",Orthodox,"Jun 16, 1984",2.08,41%,3.31,55%,2.50,39%,76%,0.5
Victor Dias,Crazy Horse,11,3,0,"5' 6""",125 lbs.,"69""",Orthodox,"Dec 26, 1990",2.87,44%,5.80,55%,5.00,41%,0%,0.0
Nick Diaz,,26,10,0 (2 NC),"6' 1""",170 lbs.,"76""",Southpaw,"Aug 02, 1983",5.71,42%,3.84,59%,1.28,32%,60%,1.0
Nate Diaz,,22,13,0,"6' 0""",170 lbs.,"76""",Southpaw,"Apr 16, 1985",4.57,45%,3.77,52%,1.05,30%,41%,1.3
Michael Diaz,,1,2,0,--,260 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ryan Diaz,,13,14,0,--,145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Adrian Diaz,,11,4,1,"5' 10""",145 lbs.,--,Southpaw,"Apr 26, 1988",0.48,42%,3.84,51%,2.40,50%,0%,0.0
Ozzy Diaz,,7,2,0,"6' 4""",185 lbs.,"79""",Orthodox,"Nov 22, 1990",1.65,32%,3.91,44%,0.00,0%,0%,0.0
Mark Dickman,Tricky,11,3,0,"5' 9""",145 lbs.,--,,"Jul 19, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Josh Diekmann,The Freight Train,15,8,0 (1 NC),"5' 4""",246 lbs.,--,,"Oct 09, 1976",0.28,5%,8.17,25%,0.00,0%,0%,0.0
Kyle Dietz,,5,2,0,"5' 8""",135 lbs.,--,Orthodox,"Apr 29, 1986",1.82,45%,2.08,62%,0.00,0%,0%,0.0
Seth Dikun,,9,8,0,"5' 10""",135 lbs.,"69""",Orthodox,"Aug 05, 1980",1.45,26%,2.18,55%,0.00,0%,45%,0.9
TJ Dillashaw,,18,5,0,"5' 6""",135 lbs.,"67""",Orthodox,"Feb 07, 1986",5.09,41%,3.47,62%,1.56,30%,77%,0.8
Ralph Dillon,Rage,0,2,1,"6' 2""",205 lbs.,--,Orthodox,--,0.34,14%,0.69,60%,0.00,0%,0%,0.0
Drew Dimanlig,,3,4,0,--,185 lbs.,--,,--,3.70,73%,3.17,20%,0.00,0%,0%,0.0
Rodolfo Marques Diniz,,23,9,1,"5' 6""",135 lbs.,--,,"Jan 23, 1984",1.08,32%,2.36,33%,0.00,0%,50%,1.8
Jhonata Diniz,,7,0,0,"6' 4""",254 lbs.,"79""",Orthodox,"Jun 23, 1991",4.31,48%,3.92,45%,0.00,0%,80%,0.0
Helio Dipp,,6,3,0,"6' 5""",185 lbs.,--,Orthodox,--,0.60,25%,1.80,62%,0.00,0%,50%,0.0
Rico DiSciullo,,9,2,0 (1 NC),"5' 8""",135 lbs.,--,Orthodox,"Oct 12, 1986",1.71,33%,4.41,56%,0.00,0%,0%,0.0
Matt Dixon,Magic,9,1,0,"5' 10""",170 lbs.,"75""",Switch,"Oct 09, 1995",1.97,43%,4.56,37%,3.06,30%,0%,0.0
John Dixson,Big John,15,22,0,"6' 0""",275 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Anthony Do,,4,2,0,"5' 4""",125 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Russell Doane,,15,8,0,"5' 7""",135 lbs.,"70""",Orthodox,"Aug 13, 1986",1.75,40%,1.68,53%,2.11,45%,52%,0.8
Drew Dober,,27,13,0 (1 NC),"5' 8""",155 lbs.,"70""",Southpaw,"Oct 19, 1988",4.34,40%,4.23,51%,0.71,18%,56%,0.1
Shana Dobson,Danger,4,5,0,"5' 6""",125 lbs.,"69""",Orthodox,"Mar 30, 1989",3.34,37%,5.20,50%,0.84,50%,14%,0.0
AJ Dobson,,7,3,0 (1 NC),"6' 1""",185 lbs.,"76""",Orthodox,"Jan 18, 1992",4.29,46%,5.31,46%,1.67,75%,65%,0.3
David Dodd,,4,7,0,"6' 2""",200 lbs.,--,Orthodox,"Sep 22, 1973",0.00,0%,0.00,0%,0.00,0%,0%,0.0
John Dodson,The Magician,22,12,0,"5' 3""",135 lbs.,"66""",Orthodox,"Sep 26, 1984",3.20,40%,3.58,61%,0.71,28%,82%,0.0
Joe Doerksen,El Dirte,51,16,0,"6' 0""",185 lbs.,"75""",Orthodox,"Oct 09, 1977",1.43,42%,2.79,50%,2.02,33%,33%,2.3
Mike Dolce,Skull Cracker,5,10,0,"5' 11""",185 lbs.,--,,"Apr 15, 1976",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Roman Dolidze,,12,3,0,"6' 2""",185 lbs.,"76""",Orthodox,"Jul 15, 1988",2.62,39%,3.36,51%,1.30,40%,33%,1.3
Cameron Dollar,,11,5,0,"5' 11""",155 lbs.,--,Orthodox,"May 12, 1987",5.04,38%,2.94,61%,0.00,0%,0%,0.0
CB Dollaway,The Doberman,17,9,0,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 10, 1983",2.65,47%,2.58,54%,3.55,54%,62%,1.2
Dennis Dombrow,,7,5,0 (1 NC),--,145 lbs.,--,,"Mar 17, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0
OJ Dominguez,,0,1,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
John Donaldson,J.T.,2,2,0,"5' 8""",145 lbs.,--,,"Jul 09, 1992",1.21,23%,4.22,51%,0.00,0%,0%,0.0
Dong Huaxiang,,12,2,0,"5' 3""",115 lbs.,"61""",Switch,"Aug 21, 1998",3.20,59%,1.33,83%,4.00,44%,0%,0.0
Cody Donovan,Donnybrook,8,5,0,"6' 3""",205 lbs.,"74""",Orthodox,"Feb 20, 1981",5.61,59%,5.44,45%,1.67,28%,0%,1.7
Houston Dorr,,1,2,0,"6' 1""",210 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Rafael Dos Anjos,,32,16,0,"5' 8""",155 lbs.,"70""",Southpaw,"Oct 26, 1984",3.48,47%,3.21,60%,1.95,35%,55%,0.6
Junior Dos Santos,Cigano,21,9,0,"6' 4""",238 lbs.,"77""",Orthodox,"Jan 30, 1984",4.49,47%,3.33,56%,0.30,50%,81%,0.1
Geronimo dos Santos,Mondragon,39,19,0,"6' 3""",264 lbs.,--,Orthodox,"Aug 17, 1980",1.09,33%,8.73,41%,0.00,0%,33%,0.0
Antonio Dos Santos,Junior Alpha,6,4,0,"5' 10""",185 lbs.,--,Orthodox,"Jul 21, 1988",5.40,51%,3.94,43%,0.00,0%,100%,0.0
Anderson Dos Santos,Berinja,21,9,0,"5' 5""",135 lbs.,"70""",Orthodox,"Jul 24, 1985",2.70,25%,5.37,49%,0.98,14%,66%,0.7
Acacio Dos Santos,Pequeno,14,5,0,"6' 4""",205 lbs.,"79""",Orthodox,"Sep 29, 1991",1.27,41%,1.40,43%,0.00,0%,31%,0.0
Rayanne dos Santos,,14,8,0,"5' 2""",115 lbs.,"62""",Orthodox,"Jun 08, 1995",4.36,43%,5.20,61%,0.33,12%,88%,0.0
Felipe dos Santos,Lipe Detona,8,1,0 (1 NC),"5' 7""",125 lbs.,"70""",Orthodox,"Sep 11, 2000",4.53,34%,5.07,40%,0.00,0%,16%,0.5
Tiago dos Santos e Silva,Trator,20,7,2 (1 NC),"5' 9""",145 lbs.,"70""",Orthodox,"Apr 12, 1987",3.69,35%,4.23,59%,0.63,11%,33%,0.3
Oleksandr Doskalchuk,,10,2,0,"5' 6""",125 lbs.,--,Southpaw,"Mar 13, 1990",0.00,0%,0.00,0%,0.00,0%,0%,0.0
David Douglas,Tarzan,9,7,0,"5' 11""",155 lbs.,--,,"Aug 16, 1981",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Damion Douglas,,4,1,0,--,170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Cedric Doumbe,,2,0,0,"5' 10""",170 lbs.,--,,"Aug 13, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0
John Dowdy,,0,1,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jordan Dowdy,,4,3,0,--,170 lbs.,--,,--,2.11,44%,2.63,50%,0.00,0%,0%,0.0
Danny Downes,,8,3,0,"6' 0""",155 lbs.,"72""",Orthodox,"Apr 08, 1986",1.66,34%,3.53,37%,0.00,0%,37%,0.5
Derek Downey,,11,4,0,"6' 1""",185 lbs.,--,Orthodox,"Apr 27, 1980",0.32,100%,3.36,12%,2.40,16%,0%,0.0
John Doyle,The Iron Bull,11,22,0 (1 NC),"5' 11""",205 lbs.,--,Orthodox,"Nov 21, 1976",3.50,44%,10.51,27%,0.00,0%,0%,0.0
Edson Drago,,11,7,0,"6' 4""",220 lbs.,--,Orthodox,"Aug 29, 1977",1.16,40%,2.39,36%,0.00,0%,55%,0.0
Kyle Driscoll,KD,12,3,0,"5' 11""",145 lbs.,"74""",Orthodox,"Sep 23, 1994",2.73,32%,2.60,58%,2.00,18%,0%,0.0
Chris Drumm,,0,1,0 (1 NC),"5' 8""",145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tomasz Drwal,Gorilla,21,5,1,"6' 1""",205 lbs.,"76""",Orthodox,"Jan 22, 1982",3.29,38%,2.26,57%,3.55,60%,82%,0.4
Robert Drysdale,,7,0,0 (1 NC),"6' 3""",205 lbs.,--,Orthodox,"Oct 05, 1981",0.00,0%,0.00,0%,7.32,100%,0%,21.9
Dricus Du Plessis,Stillknocks,21,2,0,"6' 1""",185 lbs.,"76""",Switch,"Jan 14, 1994",6.49,50%,4.77,55%,3.00,51%,40%,0.8
Hugo Duarte,,6,3,0,"6' 0""",240 lbs.,--,Orthodox,"Aug 09, 1968",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Antonio Duarte,Tigre,19,7,0,"5' 7""",135 lbs.,--,,--,4.55,40%,4.18,57%,0.00,0%,60%,0.0
Joe Duarte,,10,4,0,--,155 lbs.,--,,"Jan 25, 1977",2.27,38%,4.00,53%,3.00,50%,69%,1.0
Yuneisy Duben,,5,0,0,--,125 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Matthieu Duclos,,6,2,0,--,185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Emily Ducote,Gordinha,13,9,0,"5' 2""",115 lbs.,"63""",Orthodox,"Jan 01, 1994",7.45,52%,7.84,57%,0.20,14%,94%,0.0
Viktoriia Dudakova,,8,0,0,"5' 5""",125 lbs.,"67""",Orthodox,"Jan 26, 1999",3.14,52%,2.45,50%,2.45,41%,50%,0.0
Milana Dudieva,,11,6,0,"5' 3""",135 lbs.,--,Orthodox,"Aug 04, 1989",0.87,31%,3.43,58%,2.34,45%,0%,0.0
Adin Duenas,,6,1,0,"5' 6""",145 lbs.,--,,"Jul 02, 1988",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Todd Duffee,,9,3,0 (1 NC),"6' 3""",260 lbs.,"78""",Orthodox,"Dec 06, 1985",5.93,37%,2.87,56%,0.72,25%,90%,0.0
Joe Duffy,Irish,16,5,0,"5' 10""",155 lbs.,"73""",Orthodox,"Feb 18, 1988",2.68,34%,3.78,54%,0.96,66%,64%,0.7
Jack Duffy,The Fury,0,0,0,--,125 lbs.,--,,"Oct 02, 1995",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Alexis Dufresne,Sneaky Zebra,6,3,0,"5' 9""",135 lbs.,--,Orthodox,"Aug 31, 1990",1.33,27%,3.33,60%,1.50,50%,50%,0.0
Jessamyn Duke,The Gun,3,5,0 (1 NC),"5' 11""",135 lbs.,"73""",Orthodox,"Jun 24, 1986",4.83,53%,4.43,57%,1.27,36%,50%,1.9
Islam Dulatov,The Ripper,10,1,0,--,170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Isaac Dulgarian,The Midwest Choppa,6,1,0,"5' 7""",145 lbs.,"71""",Orthodox,"Jul 04, 1996",2.88,58%,2.53,39%,6.06,47%,0%,1.5
Kelly Dullanty,Psycho,4,2,0,"5' 8""",155 lbs.,--,Orthodox,"Nov 04, 1977",0.00,0%,0.67,75%,0.00,0%,66%,0.0
Sedriques Dumas,The Reaper,9,2,0,"6' 2""",185 lbs.,"79""",Orthodox,"Aug 06, 1995",1.76,45%,2.14,57%,0.71,50%,40%,0.4
Norma Dumont,The Immortal,11,2,0,"5' 7""",135 lbs.,"67""",Orthodox,"Oct 01, 1990",3.11,49%,1.89,66%,1.91,68%,72%,0.0
Chris Duncan,The Problem,11,2,0,"5' 10""",155 lbs.,"71""",Orthodox,"May 10, 1993",4.88,46%,3.65,49%,3.85,38%,33%,0.0
Christian Leroy Duncan,CLD,10,1,0,"6' 2""",185 lbs.,"79""",Switch,"Jul 24, 1995",5.96,62%,3.82,50%,0.45,14%,50%,0.0
Evan Dunham,,18,9,1,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 18, 1981",5.33,39%,3.54,61%,1.82,33%,79%,1.0
Alex Dunworth,,2,2,0 (1 NC),"5' 8""",155 lbs.,--,,--,1.94,31%,8.71,35%,0.00,0%,50%,0.0
Tom Duquesnoy,Fire Kid,16,2,0 (1 NC),"5' 7""",135 lbs.,"68""",Orthodox,"Jun 21, 1993",3.83,45%,5.30,62%,0.42,25%,46%,0.0
Albert Duraev,,16,5,0,"5' 11""",185 lbs.,"75""",Orthodox,"Jan 05, 1989",2.99,40%,3.01,59%,1.97,29%,66%,0.6
Reuben Duran,,11,7,1,"5' 7""",135 lbs.,"71""",Orthodox,"Jul 02, 1983",3.19,49%,2.61,50%,0.98,23%,25%,0.7
Cody Durden,,16,5,1,"5' 7""",125 lbs.,"67""",Southpaw,"Mar 29, 1991",3.16,51%,2.89,51%,4.84,50%,66%,0.3
Luiz Dutra,Besouro,13,6,1,"5' 11""",170 lbs.,--,Orthodox,"May 06, 1982",3.92,50%,4.80,41%,0.00,0%,100%,0.0
Rilley Dutro,,11,4,0,"5' 8""",125 lbs.,--,Orthodox,"Sep 03, 1987",4.74,54%,5.95,33%,0.00,0%,83%,0.0
Bill Duvall,,1,2,0,"6' 2""",185 lbs.,--,Southpaw,--,0.00,0%,2.40,40%,0.00,0%,0%,0.0
Merab Dvalishvili,The Machine,17,4,0,"5' 6""",135 lbs.,"68""",Orthodox,"Jan 10, 1991",4.50,41%,2.37,57%,6.43,36%,80%,0.3
David Dvorak,Undertaker,20,6,0,"5' 5""",125 lbs.,"68""",Orthodox,"Jun 05, 1992",3.48,43%,3.29,59%,0.58,30%,70%,0.2
Matt Dwyer,,9,4,0,"6' 4""",170 lbs.,"76""",Orthodox,"Dec 17, 1989",2.57,34%,3.24,54%,0.44,10%,60%,0.0
Rolando Dy,Dy Incredible,9,7,1 (1 NC),"5' 8""",145 lbs.,"69""",Orthodox,"Aug 11, 1990",3.04,37%,4.47,52%,0.30,20%,68%,0.0
Ben Earwood,,12,3,0,"5' 8""",170 lbs.,--,Orthodox,--,0.50,55%,0.20,33%,3.00,100%,0%,0.0
Cody East,The Freight Train,12,3,0,"6' 3""",245 lbs.,--,Orthodox,"Jun 29, 1988",4.15,43%,7.32,40%,3.97,100%,16%,0.0
Marvin Eastman,The Beastman,18,15,1,"5' 9""",185 lbs.,"73""",Orthodox,"Jun 08, 1971",2.21,35%,3.92,42%,1.38,33%,81%,0.0
Mike Easton,The Hulk,13,6,0,"5' 6""",135 lbs.,"70""",Southpaw,"Jan 25, 1984",3.51,37%,4.28,61%,0.75,22%,66%,0.0
Maurice Eazel,,7,15,0,"5' 7""",135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Vincent Eazelle,The Real Deal,9,2,0,"5' 11""",155 lbs.,--,,"Dec 07, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ross Ebanez,The Boss,20,10,0 (3 NC),"5' 9""",154 lbs.,--,Southpaw,"May 18, 1975",0.74,50%,0.74,62%,3.70,100%,0%,0.0
Brian Ebersole,Bad Boy,51,18,1 (1 NC),"6' 0""",170 lbs.,"73""",Southpaw,"Nov 27, 1980",2.32,49%,2.14,56%,1.70,23%,61%,0.1
Roybert Echeverria,The Unbroken,7,1,0,"5' 5""",125 lbs.,"67""",Switch,"Aug 21, 1995",2.95,53%,2.52,57%,0.00,0%,71%,2.6
Mark Eddiva,,6,3,0,"5' 8""",145 lbs.,"68""",Orthodox,"Feb 16, 1986",3.37,45%,2.98,54%,1.45,22%,63%,0.0
Frankie Edgar,The Answer,23,11,1,"5' 6""",135 lbs.,"68""",Orthodox,"Oct 16, 1981",3.77,40%,2.82,65%,2.29,31%,65%,0.3
Abdul-Kerim Edilov,,17,4,0,"6' 2""",205 lbs.,--,Orthodox,"Nov 25, 1991",10.22,61%,0.13,92%,3.98,100%,0%,2.0
Johnny Eduardo,,28,13,0,"5' 7""",135 lbs.,"71""",Orthodox,"Aug 03, 1978",2.95,39%,3.22,63%,0.22,20%,58%,0.4
Yves Edwards,,42,22,1 (1 NC),"5' 9""",155 lbs.,"73""",Southpaw,"Sep 30, 1976",2.91,42%,2.34,66%,0.76,53%,69%,0.7
Justin Edwards,Fast Eddy,9,5,0,"5' 10""",155 lbs.,"70""",Orthodox,"Jan 26, 1983",2.68,42%,3.32,51%,2.14,26%,27%,1.0
Leon Edwards,Rocky,22,3,0 (1 NC),"6' 2""",170 lbs.,"74""",Southpaw,"Aug 25, 1991",2.75,53%,2.34,54%,1.25,34%,70%,0.4
Te Edwards,,6,3,0,"5' 8""",155 lbs.,"72""",Orthodox,"Sep 11, 1990",1.50,41%,4.15,44%,0.72,100%,44%,0.0
Adli Edwards,,4,1,0,--,145 lbs.,--,,"Aug 28, 1989",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Joselyne Edwards,La Pantera,13,6,0,"5' 8""",135 lbs.,"70""",Orthodox,"Sep 29, 1995",4.35,51%,3.29,49%,0.88,33%,60%,0.4
Tom Egan,,7,5,0,"5' 11""",170 lbs.,--,Orthodox,--,0.00,0%,3.91,50%,0.00,0%,28%,0.0
Stephanie Egger,,8,5,0,"5' 6""",135 lbs.,"68""",Orthodox,"Aug 12, 1988",2.20,46%,2.48,52%,2.48,42%,50%,0.6
Justin Eilers,The Hammer,19,7,1,"6' 1""",235 lbs.,--,Orthodox,"Jun 28, 1978",2.86,43%,5.66,49%,0.82,25%,50%,0.0
Jon Olav Einemo,The Viking,6,3,0,"6' 6""",253 lbs.,--,Orthodox,"Dec 10, 1975",2.15,52%,3.05,52%,1.73,55%,43%,0.0
Per Eklund,,14,5,1,"5' 10""",155 lbs.,"72""",Orthodox,--,2.07,61%,2.38,67%,2.07,11%,50%,3.6
John Elam,,2,0,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Evan Elder,The Phenom,8,2,0,"5' 10""",155 lbs.,"72""",Switch,"Apr 11, 1997",4.75,48%,5.00,57%,0.74,22%,28%,0.4
John Paul Elias,,3,1,0,"6' 4""",205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Joao Elias,Alicate,17,4,1 (1 NC),"5' 3""",125 lbs.,"64""",Southpaw,"Jan 08, 1995",0.40,50%,6.47,20%,0.00,0%,50%,0.0
Saul Elizondo,,6,8,0,"5' 7""",135 lbs.,--,,"Jul 17, 1985",2.07,30%,4.93,48%,2.00,100%,66%,1.0
Darren Elkins,The Damage,28,11,0,"5' 10""",145 lbs.,"71""",Orthodox,"May 16, 1984",3.44,38%,3.27,52%,2.85,35%,56%,1.1
Jake Ellenberger,The Juggernaut,31,15,0,"5' 9""",170 lbs.,"71""",Orthodox,"Mar 28, 1985",2.47,39%,2.83,60%,2.04,47%,86%,0.4
Joe Ellenberger,Excalibur,15,2,0,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 28, 1985",1.62,47%,3.45,48%,3.17,40%,0%,1.1
Tim Elliott,,21,13,1,"5' 7""",125 lbs.,"66""",Southpaw,"Dec 24, 1986",3.39,44%,2.66,56%,3.73,47%,59%,1.0
Oban Elliott,The Welsh Gangster,10,2,0,"6' 0""",170 lbs.,"72""",Orthodox,"Dec 19, 1997",4.27,53%,2.17,61%,3.50,50%,0%,0.0
Eddy Ellis,Fast,21,16,1 (1 NC),"5' 9""",170 lbs.,--,Orthodox,--,3.40,69%,1.53,68%,4.00,66%,50%,2.0
Lisa Ellis,,15,11,0,"5' 4""",115 lbs.,--,,"Nov 15, 1982",1.68,48%,2.32,57%,4.19,63%,50%,0.6
Anna Elmose,Panda,3,2,0,"5' 3""",115 lbs.,--,Orthodox,"Oct 06, 1984",3.68,49%,4.64,56%,0.00,0%,33%,0.0
Cameron Else,Camchida,10,6,0,"5' 9""",135 lbs.,"71""",Switch,"Apr 27, 1987",1.99,40%,8.09,51%,0.00,0%,0%,0.0
Aaron Ely,The Cyborg,5,2,0,"5' 8""",135 lbs.,--,,"Mar 18, 1989",0.82,15%,0.66,69%,2.47,100%,50%,4.9
Sovannahry Em,The Sweet Savage,3,1,0,"5' 4""",135 lbs.,--,,"Jun 26, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ramazan Emeev,Gorets,20,6,0,"5' 10""",170 lbs.,"76""",Southpaw,"May 23, 1987",2.53,45%,2.14,65%,2.37,29%,66%,0.7
Aleksander Emelianenko,,23,7,0,"6' 6""",255 lbs.,--,Orthodox,"Aug 02, 1981",2.75,41%,1.70,65%,2.32,72%,66%,0.9
Fedor Emelianenko,The Last Emperor,36,5,0 (1 NC),"6' 0""",230 lbs.,"74""",Orthodox,"Sep 28, 1976",3.18,51%,1.00,63%,2.00,63%,82%,1.9
Rob Emerson,The Saint,18,12,0 (1 NC),"5' 9""",155 lbs.,"70""",Orthodox,"Jul 30, 1981",2.50,30%,2.83,64%,2.02,52%,65%,0.4
Jamall Emmers,Pretty Boy,20,8,0,"5' 10""",145 lbs.,"74""",Orthodox,"Jul 24, 1989",5.30,48%,4.05,57%,1.83,40%,90%,0.2
Josh Emmett,CC0,19,4,0,"5' 6""",145 lbs.,"70""",Orthodox,"Mar 04, 1985",4.04,36%,4.61,61%,0.91,37%,46%,0.1
Marius Enache,,3,3,0,"5' 11""",155 lbs.,--,,"Oct 16, 1975",1.71,34%,0.66,84%,3.94,100%,0%,3.9
Kevin Engel,The Hitman,5,1,0,"6' 2""",170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kolton Englund,White Assassin,9,4,0,"5' 10""",155 lbs.,"69""",Orthodox,"Jul 09, 1993",2.31,25%,11.54,40%,0.00,0%,0%,0.0
Oliver Enkamp,,7,2,0,"6' 0""",170 lbs.,"77""",Switch,"Aug 10, 1991",2.38,36%,3.55,37%,0.87,16%,0%,0.0
Alex Enlund,,14,2,0 (1 NC),"5' 10""",145 lbs.,--,Orthodox,"May 27, 1987",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kenny Ento,Tha' Dragon,14,15,0,"6' 2""",192 lbs.,--,,--,8.41,79%,0.00,100%,5.49,100%,0%,11.0
Ian Entwistle,Enty,9,3,0,"5' 5""",135 lbs.,--,Orthodox,"Nov 19, 1986",0.11,7%,7.36,31%,0.00,0%,0%,12.1
Andy Enz,Tank Mode,10,4,0,"6' 3""",185 lbs.,"78""",Orthodox,"Aug 15, 1991",3.51,23%,5.32,57%,0.00,0%,58%,0.0
Won Jin Eoh,,5,5,1,"5' 7""",160 lbs.,--,Orthodox,--,3.74,44%,3.58,46%,0.00,0%,50%,0.0
Josh Epps,,6,7,0,--,130 lbs.,--,,"Aug 23, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Steve Erceg,Astroboy,12,2,0,"5' 8""",125 lbs.,"68""",Orthodox,"Jul 27, 1995",4.52,49%,4.20,52%,1.24,26%,60%,0.5
Tom Erikson,The Big Cat,9,4,1,"6' 3""",280 lbs.,--,Orthodox,--,0.94,47%,1.87,25%,4.68,60%,100%,6.2
Konstantin Erokhin,,9,3,0,"5' 11""",230 lbs.,--,Orthodox,"Jan 31, 1983",1.07,36%,1.83,47%,0.00,0%,70%,0.0
Julian Erosa,Juicy J,29,12,0,"6' 1""",145 lbs.,"74""",Southpaw,"Jul 31, 1989",6.14,48%,6.29,47%,1.63,46%,58%,0.8
Jarno Errens,,14,5,1,"5' 11""",145 lbs.,"73""",Orthodox,"Nov 17, 1994",3.44,46%,3.36,63%,0.00,0%,28%,0.3
Nick Ertl,,8,6,0,"5' 9""",155 lbs.,--,,--,1.34,69%,1.59,41%,1.88,50%,0%,0.0
Chel Erwin-Davis,The First Sun,5,1,0,"6' 0""",170 lbs.,--,,--,4.06,54%,1.13,61%,4.25,100%,50%,1.4
Bobby Escalante,,5,6,0,--,130 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Eric Esch,Butterbean,15,10,1,"5' 11""",350 lbs.,--,Orthodox,"Aug 03, 1968",3.07,71%,1.74,43%,0.00,0%,0%,2.0
Pro Escobedo,,1,0,0,--,205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Cole Escovedo,Apache Kid,17,9,0,"5' 7""",135 lbs.,"72""",Orthodox,"Aug 30, 1981",1.77,43%,4.32,49%,0.43,33%,13%,0.0
Efrain Escudero,Hecho En Mexico,28,12,0,"5' 9""",155 lbs.,"71""",Orthodox,"Jan 15, 1986",2.92,44%,2.30,63%,1.31,40%,66%,0.8
Evan Esguerra,,8,7,0 (1 NC),--,145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Carla Esparza,Cookie Monster,20,7,0,"5' 1""",115 lbs.,"63""",Orthodox,"Oct 10, 1987",2.16,40%,2.69,55%,3.22,35%,47%,0.3
Juan Espino,El Guapo,11,2,0,"6' 3""",255 lbs.,"80""",Orthodox,"Oct 09, 1980",2.38,70%,1.95,40%,8.93,78%,50%,2.4
